"Please use dot (.) for decimal. E.g: 1234.5678","Por favor use ponto (.) para decimal. Ex: 1234.5678"
"Welcome!","Bem-vindo!"
"Enter your zipcode and we will complete the address for you.","Digite o seu CEP que completamos o endereço pra você."
"Company","Empresa"
"Contact Us","Fale Conosco"
"Quick Links","Links Rápidos"
"Include In Home","Incluir na Página Inicial"
"This customer cellphone already exists.","Este celular já existe para outro cliente."
"Change Bundle Option","Alterar Opção de Pacote"
"Choose Category:","Escolha uma Categoria:"
"Use Original","Utilizar Original"
"Add root category","Adicionar categoria raiz"
"Add subcategory","Adicionar subcategoria"
"Display <b>Add Root Category</b> button in admin panel","Exibir botão de <b>Adicionar Categoria Raiz</b> no painel administrativo"
"Display <b>Add Subcategory</b> button in admin panel","Exibir botão de <b>Adicionar Subcategoria</b> no painel administrativo"
"Display <b>comment box</b> on product page","Exibir <b>caixa de comentário</b> na página de produto"
"Display <b>bundle price</b> on product page","Exibir <b>preço do pacote</b> na página de produto"
"Display <b>bundle option select price</b> on product page","Exibir <b>preço da opção select do pacote</b> na página de produto"
"Display <b>all custom options</b> in admin panel","Exibir <b>todas opções personalizadas</b> no painel administrativo"
"Generate Human-Friendly Customer Email","Gerar Email Amigável p/ Cliente"
"Generate Human-Friendly Customer Password","Gerar Senha Amigável p/ Cliente"
"Validate Cellphone","Validar Celular"
"Allow comment","Permitir comentário"
"Bundle price","Preço do pacote"
"Bundle option select price","Preço da opção select do pacote"
"Share on WhatsApp","Compartilhar no WhatsApp"
"Share on Telegram","Compartilhar no Telegram"
"Please enter a number 6 or greater in this field.","Por favor, insira o número 6 ou maior neste campo."
"Minimum password length","Tamanho mínimo da senha"
"Minimum admin password length","Tamanho mínimo da senha admin"
"Requested customer ID was not specified.","Customer ID não foi especificado."
"Local Eat In","Comer no Local"
"Eat In","Comer"
"Pickup","Retirar"
"Country Code","Código País"
"Scheduled Send","Envio Agendado"
"Count of Queue","Contagem de Fila"
"Count of Subscriptions","Contagem de Assinaturas"
"Library","Biblioteca"
"Street, Number, Complement, District","Rua, Número, Complemento, Bairro"
"Product Listing Direction","Direção da Listagem de Produtos"
"Product Listing Random","Listagem de Produtos Aleatória"
"Offer Type","Tipo de Oferta"
"Clearance","Queima de Estoque"
"Lightning","Relâmpago"
"Grid Non-Breaking Name","Não-Quebrar Nome Grid"
"Download our app here and stay up to date with all the offers!","Baixe aqui o nosso app e fique por dentro de todas as ofertas!"
"Selected Guest Checkout","Checkout como Visitante Selecionado"
"Selected Register Checkout","Checkout com Cadastro Selecionado"
"Invalid cellphone number for %s.","Número de celular inválido para %s."
"Enter your cellphone (area code + cellphone) e.g.: 11912345678","Digite o seu celular (ddd + celular) ex: 11912345678"
"Balance Item","Item na Balança"
"Balance Weight","Peso na Balança"
"Printing","Impressão"
"Invalid data given. Details in error message.","Dados informados inválidos. Detalhes na mensagem de erro."
"Invalid filters given. Details in error message.","Filtros inválidos fornecidos. Detalhes na mensagem de erro."
"Store Switcher Level","Nível do Alternador de Lojas"

