versão=17 COD_CEST, DESC_CEST, DT_INI, DT_FIM
0102800|Motores de pistão alternativo dos tipos utilizados para propulsão de veículos do Capítulo 87|01012018|31082023
0102800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0102900|Motores dos tipos utilizados para propulsão de veículos automotores|01012018|31082023
0102900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103000|Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 8407 ou 8408|01012018|31082023
0103000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103100|Motores hidráulicos|01012018|31082023
0103100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103200|Bombas para combustíveis, lubrificantes ou líquidos de arrefecimento, próprias para motores de ignição por centelha ou por compressão|01012018|31082023
0103200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103300|Bombas de vácuo|01012018|31082023
0103300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103400|Compressores e turbocompressores de ar|01012018|31082023
0103400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103500|Partes das bombas, compressores e turbocompressores dos CEST 01.032.00, 01.033.00 e 01.034.00|01012018|31082023
0103500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103600|Máquinas e aparelhos de ar condicionado|01012018|31082023
0103600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103700|Aparelhos para filtrar óleos minerais nos motores de ignição por centelha ou por compressão|01012018|31082023
0103700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103800|Filtros a vácuo|01012018|31082023
0103800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0103900|Partes dos aparelhos para filtrar ou depurar líquidos ou gases|01012018|31082023
0103900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104000|Extintores, mesmo carregados|01012018|31082023
0104000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104100|Filtros de entrada de ar para motores de ignição por centelha ou por compressão|01012018|31082023
0104100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104200|Depuradores por conversão catalítica de gases de escape|01012018|31082023
0104200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104300|Macacos|01012018|31082023
0104300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104400|Partes para macacos do CEST 01.043.00|01012018|31082023
0104400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104500|Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas agrícolas ou rodoviárias|01012018|31082023
0104500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104501|Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas agrícolas ou rodoviárias|01012018|31082023
0104501|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104600|Válvulas redutoras de pressão|01012018|31082023
0104600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104700|Válvulas para transmissão óleo-hidráulicas ou pneumáticas|01012018|31082023
0104700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104800|Válvulas solenoides|01012018|31082023
0104800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0104900|Rolamentos|01012018|31082023
0104900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105000|Árvores de transmissão e manivelas mancais e bronzes, engrenagens e rodas de fricção eixos de esferas ou de roletes redutores, multiplicadores, caixas de transmissão e variadores de velocidade, conversores de torque volantes e polias, polias cadernais embreagens e dispositivos de acoplamento,juntas de articulação|01012018|31082023
0105000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105100|Juntas metaloplásticas jogos ou sortidos de juntas de composições diferentes, apresentados em bolsas, envelopes ou embalagens semelhantes juntas de vedação mecânicas (selos mecânicos)|01012018|31082023
0105100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105200|Acoplamentos, embreagens, variadores de velocidade e freios, eletromagnéticos|01012018|31082023
0105200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105300|Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão, exceto os classificados no CEST 01.053.01|01012018|31082023
0105300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105301|Acumuladores elétricos de chumbo, do tipo utilizado para o arranque dos motores de pistão e de capacidade inferior ou igual a 20 Ah e tensão inferior ou igual a 12 V|01012018|31082023
0105301|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105400|Aparelhos e dispositivos elétricos de ignição ou de arranque para motores de ignição por centelha ou por compressão (por exemplo, magnetos, dínamos-magnetos, bobinas de ignição, velas de ignição ou de aquecimento, motores de arranque) geradores (dínamos e alternadores, por exemplo) e conjuntores-disjuntores utilizados com estes motores|01012018|31082023
0105400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105500|Aparelhos elétricos de iluminação ou de sinalização (exceto os da posição 8539), limpadores de para-brisas, degeladores e desembaçadores (desembaciadores) elétricos e suas partes|01012018|31082023
0105500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105600|Telefones móveis do tipo dos utilizados em veículos automóveis.|01012018|31082023
0105600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105700|Alto-falantes, amplificadores elétricos de audiofrequência e partes|01012018|31082023
0105700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105800|Aparelhos elétricos de amplificação de som para veículos automotores|01012018|31082023
0105800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0105900|Aparelhos de reprodução de som|01012018|31082023
0105900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106000|Aparelhos transmissores (emissores) de radiotelefonia ou radiotelegrafia (rádio receptor/transmissor)|01012018|31082023
0106000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106100|Aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia combinados com um aparelho de gravação ou de reprodução de som, do tipo utilizado em veículos automóveis|01012018|31082023
0106100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106200|Outros aparelhos receptores de radiodifusão que só funcionem com fonte externa de energia, do tipo utilizado em veículos automóveis|01012018|31082023
0106200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106201|Outros aparelhos videofônicos de gravação ou de reprodução, mesmo incorporando um receptor de sinais videofônicos, dos tipos utilizados exclusivamente em veículos automotores|01012018|31082023
0106201|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106300|Antenas|01012018|31082023
0106300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106400|Circuitos impressos|01012018|31082023
0106400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106500|Interruptores e seccionadores e comutadores|01012018|31082023
0106500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106600|Fusíveis e corta-circuitos de fusíveis|01012018|31082023
0106600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106700|Disjuntores|01012018|31082023
0106700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106800|Relés|01012018|31082023
0106800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0106900|Partes reconhecíveis como exclusivas ou principalmente destinados aos aparelhos dos CEST 01.065.00, 01.066.00, 01.067.00 e 01.068.00|01012018|31082023
0106900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107000|Faróis e projetores, em unidades seladas|01012018|31082023
0107000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107100|Lâmpadas e tubos de incandescência, exceto de raios ultravioleta ou infravermelhos|01012018|31082023
0107100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107200|Cabos coaxiais e outros condutores elétricos coaxiais|01012018|31082023
0107200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107300|Jogos de fios para velas de ignição e outros jogos de fios|01012018|31082023
0107300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107400|Carroçarias para os veículos automóveis das posições 8701 a 8705, incluídas as cabinas|01012018|31082023
0107400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107500|Partes e acessórios dos veículos automóveis das posições 8701 a 8705|01012018|31082023
0107500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107600|Parte e acessórios de motocicletas (incluídos os ciclomotores)|01012018|31082023
0107600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107700|Engates para reboques e semirreboques|01012018|31082023
0107700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107800|Medidores de nível Medidores de vazão|01012018|31082023
0107800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0107900|Aparelhos para medida ou controle da pressão|01012018|31082023
0107900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108000|Contadores, indicadores de velocidade e tacômetros, suas partes e acessórios|01012018|31082023
0108000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108100|Amperímetros|01012018|31082023
0108100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108200|Aparelhos digitais, de uso em veículos automóveis, para medida e indicação de múltiplas grandezas tais como: velocidade média, consumos instantâneo e médio e autonomia (computador de bordo)|01012018|31082023
0108200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108300|Controladores eletrônicos|01012018|31082023
0108300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108400|Relógios para painéis de instrumentos e relógios semelhantes|01012018|31082023
0108400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108500|Assentos e partes de assentos|01012018|31082023
0108500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108600|Acendedores|01012018|31082023
0108600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108700|Tubos de borracha vulcanizada não endurecida, mesmo providos de seus acessórios|01012018|31082023
0108700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108800|Juntas de vedação de cortiça natural e de amianto|01012018|31082023
0108800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0108900|Papel-diagrama para tacógrafo, em disco|01012018|31082023
0108900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109000|Fitas, tiras, adesivos, autocolantes, de plástico, refletores, próprias para colocação em carrocerias, para-choques de veículos de carga, motocicletas, ciclomotores, capacetes, bonés de agentes de trânsito e de condutores de veículos, atuando como dispositivos refletivos de segurança rodoviários|01012018|31082023
0109000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109100|Cilindros pneumáticos|01012018|31082023
0109100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109200|Bomba elétrica de lavador de para-brisa|01012018|31082023
0109200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109300|Bomba de assistência de direção hidráulica|01012018|31082023
0109300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109400|Motoventiladores|01012018|31082023
0109400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109500|Filtros de pólen do ar-condicionado|01012018|31082023
0109500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109600|Máquina de vidro elétrico de porta|01012018|31082023
0109600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109700|Motor de limpador de para-brisa|01012018|31082023
0109700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109800|Bobinas de reatância e de autoindução|01012018|31082023
0109800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0109900|Baterias de chumbo e de níquel-cádmio|01012018|31082023
0109900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110000|Aparelhos de sinalização acústica (buzina)|01012018|31082023
0110000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110100|Instrumentos para regulação de grandezas não elétricas|01012018|31082023
0110100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110200|Analisadores de gases ou de fumaça (sonda lambda)|01012018|31082023
0110200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110300|Perfilados de borracha vulcanizada não endurecida|01012018|31082023
0110300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110400|Artefatos de pasta de fibra de uso automotivo|01012018|31082023
0110400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110500|Tapetes/carpetes - nailón|01012018|31082023
0110500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110600|Tapetes de matérias têxteis sintéticas|01012018|31082023
0110600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110700|Forração interior capacete|01012018|31082023
0110700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110800|Outros para-brisas|01012018|31082023
0110800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0110900|Moldura com espelho|01012018|31082023
0110900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111000|Corrente de transmissão|01012018|31122019
0111100|Corrente transmissão|01012018|31082023
0111100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111200|Outras correntes de transmissão|01012018|31082023
0111200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111300|Condensador tubular metálico|01012018|31082023
0111300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111400|Trocadores de calor|01012018|31082023
0111400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111500|Partes de aparelhos mecânicos de pulverizar ou dispersar|01012018|31082023
0111500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111600|Macacos manuais para veículos|01012018|31082023
0111600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111700|Caçambas, pás, ganchos e tenazes para máquinas rodoviárias|01012018|31082023
0111700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111800|Geradores de corrente alternada de potência não superior a 75 kva|01012018|31082023
0111800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0111900|Aparelhos elétricos para alarme de uso automotivo|01012018|31082023
0111900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112000|Bússolas|01012018|31082023
0112000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112100|Indicadores de temperatura|01012018|31082023
0112100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112200|Partes de indicadores de temperatura|01012018|31082023
0112200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112300|Partes de aparelhos de medida ou controle|01012018|31082023
0112300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112400|Termostatos|01012018|31082023
0112400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112500|Instrumentos e aparelhos para regulação|01012018|31082023
0112500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112600|Pressostatos|01012018|31082023
0112600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112700|Peças para reboques e semirreboques, exceto os itens classificados no CEST 01.077.00|01012018|31082023
0112700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0112800|Geradores de ar quente a combustível líquido, com capacidade superior ou igual a 1.500 kcal/h, mas inferior ou igual a 10.400 kcal/h, do tipo dos utilizados em veículos automóveis|01012018|31082023
0112800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0199900|Outras peças, partes e acessórios para veículos automotores não relacionados nos demais itens deste anexo|01012018|31082023
0199900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200100|Aperitivos, amargos, bitter e similares|01012018|31082023
0200100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200200|Batida e similares|01012018|31082023
0200200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200300|Bebida ice|01012018|31082023
0200300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200400|Cachaça e aguardentes|01012018|31082023
0200400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200500|Catuaba e similares|01012018|31082023
0200500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200600|Conhaque, brandy e similares|01012018|31082023
0200600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200700|Cooler|01012018|31082023
0200700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200800|Gim (gin) e genebra|01012018|31082023
0200800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0200900|Jurubeba e similares|01012018|31082023
0200900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201000|Licores e similares|01012018|31082023
0201000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201100|Pisco|01012018|31082023
0201100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201200|Rum|01012018|31082023
0201200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201300|Saquê|01012018|31082023
0201300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201400|Steinhaeger|01012018|31082023
0201400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201500|Tequila|01012018|31082023
0201500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201600|Uísque|01012018|31082023
0201600|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201700|Vermute e similares|01012018|31082023
0201700|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201800|Vodka|01012018|31082023
0201800|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0201900|Derivados de vodka|01012018|31082023
0201900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0202000|Arak|01012018|31082023
0202000|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0202100|Aguardente vínica / grappa|01012018|31082023
0202100|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0202200|Sidra e similares|01012018|31082023
0202200|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0202300|Sangrias e coquetéis|01012018|31082023
0202300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0202400|Vinhos de uvas frescas, incluindo os vinhos enriquecidos com álcool mostos de uvas|01012018|31082023
0202400|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0299900|Outras bebidas alcoólicas não especificadas nos itens anteriores|01012018|31082023
0299900|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300100|Água mineral, gasosa ou não, ou potável, naturais, em garrafa de vidro, retornável ou não, com capacidade de até 500 ml|01012018|31052021
0300200|Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml|01012018|31032018
0300200|Água mineral, gasosa ou não, ou potável, naturais, em embalagem com capacidade igual ou superior a 5.000 ml; exceto as classificadas no CEST 03.024.00 e 03.025.00|01042018|31052021
0300300|Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro, não retornável, com capacidade de até 300 ml|01012018|31052021
0300300|Água mineral, gasosa ou não, ou potável, naturais, em embalagem de vidro descartável|01062021|31082023
0300300|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300301|Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em embalagem de vidro descartável|01062021|31082023
0300301|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300400|Água mineral, gasosa ou não, ou potável, naturais, em garrafa plástica de 1.500 ml|01012018|31052021
0300500|Água mineral, gasosa ou não, ou potável, naturais, em copos plásticos e embalagem plástica com capacidade de até 500 ml|01012018|31052021
0300500|Água mineral, gasosa ou não, ou potável, naturais, em copo plástico descartável|01062021|31082023
0300500|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300501|Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em copo plástico descartável|01062021|31082023
0300501|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300502|Água mineral, gasosa ou não, ou potável, naturais, em jarra descartável|01062021|31082023
0300502|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
0300503|Água mineral, gasosa ou não, ou potável, naturais, adicionadas de sais, em jarra descartável|01062021|31082023
0300503|Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18|01092023|
